어장명,정점,위도,경도,어장종류,년도,월,일,기상,수심(m),수온(표),수온(저),수온(차이),염분(저),Ph(저),DO(저),COD(저),NH4-N(저),NO3-N(저),NO2-N(저),DIN(저),TN(저),DIP(저),TP(저),SIO2-SI(저),CHL-A(저),SS(저),투명도,,
진해만,27,34.9616666666667,128.571944444444,패류,2011,6,10,-,22,20.61,14.83,5.78,33.57,7.39,3.87,1.28,0.119,0.011,0.005,0.134,0.26,0.02,0.035,0.838,2.17,1.9,5.2,,
진해만,28,34.9925,128.608055555556,패류,2011,6,10,-,17,20.32,16.04,4.28,33.68,7.55,6.71,1.28,0.061,0.024,0.008,0.093,0.209,0.014,0.026,0.536,1.64,3.2,6.1,,
진해만,29,35.0225,128.620277777778,패류,2011,6,10,-,23,20.26,15.53,4.73,34.08,7.75,7.02,1.42,0.044,0.043,0.011,0.098,0.206,0.014,0.026,0.394,1.95,4.6,5.5,,
진해만,30,35.0363888888889,128.662777777778,패류,2011,6,10,-,19,19.94,15.5,4.44,33.71,7.82,6.87,1.59,0.044,0.05,0.011,0.106,0.251,0.015,0.027,0.387,1.64,5.2,5.5,,
진해만,31,34.9716666666667,128.624722222222,패류,2011,6,10,-,15,20.24,15.57,4.67,33.28,7.53,5.46,1.44,0.081,0.01,0.004,0.095,0.255,0.016,0.027,0.741,3.07,2,6,,
여자만,20,34.7841666666667,127.488333333333,패류,2011,6,10,-,8.4,22.82,21.29,1.53,32.35,8.06,5.65,0.52,0.009,0.032,0.002,0.043,0.128,0.003,0.023,0.677,7.21,6.82,4.8,,
여자만,21,34.7644444444444,127.453888888889,패류,2011,6,10,-,4.1,22.72,22.63,0.0899999999999999,31.92,8.11,6.09,0.4,0.008,0.015,0.002,0.026,0.099,0.002,0.017,0.679,2.94,5.6,2.6,,
여자만,23,34.765,127.525,패류,2011,6,10,-,6.4,22.85,20.76,2.09,32.68,8.1,5.77,0.43,0.007,0.053,0.005,0.065,0.173,0.005,0.045,0.903,1.78,7.68,2.9,,
여자만,24,34.7238888888889,127.525277777778,패류,2011,6,10,-,8.7,22.35,19.47,2.88,33.05,8.11,6.08,0.29,0.007,0.055,0.005,0.067,0.119,0.007,0.019,0.705,1.85,6.32,3.1,,
여자만,25,34.7227777777778,127.491111111111,패류,2011,6,10,-,7.6,21.82,21.24,0.580000000000002,32.64,8.13,6.42,0.45,0.008,0.019,0.003,0.03,0.106,0.003,0.042,0.781,1.46,6.38,4.9,,
여자만,26,34.7225,127.452222222222,패류,2011,6,10,-,9.7,21.86,21.07,0.789999999999999,32.77,8.12,6.56,0.4,0.01,0.03,0.003,0.044,0.108,0.003,0.019,0.722,2.07,6.04,5.2,,
여자만,27,34.6811111111111,127.486666666667,패류,2011,6,10,-,12.4,21.14,20.07,1.07,33.05,8.14,6.93,0.39,0.009,0.035,0.004,0.049,0.12,0.005,0.018,0.634,1.05,7.98,5.5,,
여자만,28,34.6783333333333,127.527222222222,패류,2011,6,10,-,11.6,20.9,18.75,2.15,33.28,8.16,7.05,0.38,0.008,0.046,0.007,0.061,0.142,0.006,0.019,0.514,0.74,7.82,3.4,,
고흥,32,34.5016666666667,127.415,패류,2011,6,10,-,4.9,20.28,19.99,0.290000000000003,33.5,8.23,7.76,0.47,0.009,0.002,0.001,0.013,0.086,0.002,0.029,0.039,1.45,9.82,1.5,,
득량만,33,34.7027777777778,127.220833333333,패류,2011,6,10,-,6.6,22.74,22.34,0.399999999999999,32.97,8.1,6.21,0.64,0.007,0.001,0.002,0.01,0.108,0.004,0.029,0.292,1.8,8.5,1.3,,
득량만,34,34.6786111111111,127.197222222222,패류,2011,6,10,-,7.5,22.47,21.27,1.2,33.13,8.13,6.48,0.5,0.008,0.003,0.002,0.013,0.105,0.002,0.025,0.241,1.49,7.86,0.4,,
득량만,35,34.6791666666667,127.158055555556,패류,2011,6,10,-,3.5,21.57,21.53,0.0399999999999992,33.05,8.1,6.09,0.62,0.01,0.007,0.002,0.019,0.132,0.003,0.026,0.289,1.99,8.1,1,,
득량만,36,34.6780555555556,127.118611111111,패류,2011,6,10,-,3.1,22.11,22.12,0.0100000000000016,32.98,8.02,5.46,0.54,0.005,0.023,0.002,0.031,0.131,0.007,0.029,0.564,2.24,9.04,0.9,,
득량만,37,34.6311111111111,127.075555555556,패류,2011,6,10,-,3.9,21.63,21.16,0.469999999999999,33.16,8.14,6.33,0.57,0.018,0.003,0.001,0.022,0.096,0.002,0.022,0.281,1.27,7.12,1.1,,
득량만,38,34.6302777777778,127.116944444444,패류,2011,6,10,-,6.6,21.52,20.57,0.949999999999999,33.19,8.15,6.52,0.49,0.005,0.033,0.001,0.04,0.071,0.001,0.012,0.183,1.16,7.42,1.3,,
득량만,39,34.6302777777778,127.1575,패류,2011,6,10,-,10.3,22,20.2,1.8,33.24,8.16,6.81,0.41,0.009,0.014,0.001,0.024,0.071,0,0.016,0.197,0.64,7.64,5.8,,
득량만,40,34.5772222222222,127.086944444444,패류,2011,6,10,-,8,20.53,19.58,0.950000000000003,33.32,8.2,7.44,0.41,0.008,0.002,0.001,0.012,0.057,0,0.01,0.126,0.91,6.24,1.3,,
득량만,41,34.5780555555556,127.035277777778,패류,2011,6,10,-,5,21.45,20.51,0.939999999999998,33.23,8.18,7.04,0.5,0.007,0.02,0.001,0.029,0.071,0.003,0.016,0.176,0.75,9,1.7,,
득량만,47,34.5063888888889,127.035833333333,해조류,2011,6,10,-,10.5,20.33,18.85,1.48,33.42,8.22,8.04,0.48,0.01,0.011,0.001,0.022,0.057,0.003,0.015,0.091,0.86,9.88,4.5,,
진해만,12,35.0605555555556,128.659722222222,패류,2011,6,9,-,23,19.44,15.8,3.64,33.64,7.68,7.13,1.7,0.041,0.032,0.008,0.081,0.252,0.011,0.023,0.342,1.3,4.9,2.4,,
진해만,13,35.0527777777778,128.585277777778,패류,2011,6,9,-,18,20.02,16.54,3.48,33.57,6.97,6.89,1.88,0.05,0.016,0.006,0.072,0.189,0.01,0.023,0.361,1.02,3.6,4.8,,
진해만,14,35.0955555555556,128.536666666667,패류,2011,6,9,-,14,20.97,16.6,4.37,33.38,7.51,5.72,2.12,0.02,0.001,0.001,0.022,0.186,0.004,0.017,0.443,3.87,3,4.8,,
진해만,15,35.0838888888889,128.491944444444,패류,2011,6,9,-,13,22.51,16.97,5.54,33.45,7.47,6.1,2.36,0.022,0.002,0.001,0.026,0.231,0.007,0.024,0.685,7.4,3,3.4,,
진해만,16,35.0652777777778,128.523888888889,패류,2011,6,9,-,16,20.42,16.47,3.95,33.68,7.71,5.63,0.63,0.058,0.003,0.002,0.063,0.188,0.012,0.021,0.735,2.29,2.1,4.8,,
진해만,17,35.0491666666667,128.49,패류,2011,6,9,-,19,20.01,15.94,4.07,33.41,7.19,5.67,0.71,0.054,0.002,0.002,0.058,0.202,0.009,0.019,0.616,2.44,1.7,3.7,,
진해만,18,35.0419444444445,128.541111111111,패류,2011,6,9,-,19,20.17,16.21,3.96,33.79,7.54,5.82,0.89,0.067,0.009,0.004,0.079,0.213,0.012,0.028,0.457,1.35,2.4,4.2,,
진해만,19,34.9905555555556,128.509444444444,패류,2011,6,9,-,24,20.21,14.52,5.69,33.45,7.27,2.69,1.07,0.186,0.017,0.007,0.21,0.36,0.038,0.048,1.694,0.93,2.5,5.5,,
진해만,20,34.9880555555556,128.453888888889,패류,2011,6,9,-,20,20.08,15.51,4.57,33.3,7.48,3.49,1.31,0.019,0.001,0.001,0.021,0.18,0.008,0.017,1.06,1.32,2.1,4.1,,
진해만,21,34.9686111111111,128.458055555556,패류,2011,6,9,-,20.8,19.35,15.39,3.96,33.61,7.51,4.3,0.92,0.023,0.001,0.001,0.026,0.168,0.007,0.018,0.723,2.15,2.3,4.9,,
진해만,22,34.9516666666667,128.453888888889,패류,2011,6,9,-,19,19.12,15.75,3.37,33.33,7.52,4.21,1.2,0.023,0.001,0.001,0.026,0.204,0.006,0.019,0.608,3.44,2.2,3.8,,
진해만,23,34.9122222222222,128.433333333333,패류,2011,6,9,-,13,20.31,16.41,3.9,33.15,7.59,6,1.49,0.032,0.002,0.001,0.035,0.182,0.004,0.017,0.479,4.81,2.3,4.1,,
진해만,24,34.9266666666667,128.5025,패류,2011,6,9,-,13,20.2,18.51,1.69,33.43,7.78,7,1.51,0.02,0.002,0.001,0.023,0.178,0.007,0.019,0.36,5.48,3,3.2,,
진해만,25,34.9230555555556,128.604722222222,패류,2011,6,9,-,15,19.2,17.43,1.77,33.61,7.67,6.84,1.6,0.038,0.002,0.001,0.041,0.228,0.007,0.03,0.237,8.37,4.2,3.1,,
진해만,26,34.9258333333333,128.565833333333,패류,2011,6,9,-,19,20.06,16.23,3.83,33.38,7.64,5.85,1.1,0.051,0.004,0.002,0.057,0.196,0.01,0.02,0.483,4.58,2.1,4.1,,
완도,43,34.4147222222222,126.9375,어류,2011,6,9,-,17.3,17.19,15.76,1.43,33.56,8.26,8.87,0.35,0.007,0.024,0.006,0.037,0.114,0.002,0.043,0.191,1.11,8.56,1.3,,
완도,51,34.3436111111111,126.628333333333,해조류,2011,6,9,-,3.3,18.11,16.77,1.34,33.57,8.22,7.55,0.41,0.003,0.036,0.008,0.047,0.091,0.007,0.014,0.23,1.24,9.86,0,,
완도,54,34.3005555555556,126.798611111111,해조류,2011,6,9,-,14,15.23,15.03,0.200000000000001,33.57,8.25,8.52,0.3,0.003,0.037,0.008,0.048,0.098,0.004,0.013,0.231,0.44,8,1.9,,
도암만,59,34.5377777777778,126.785277777778,연안,2011,6,9,-,4,22.37,21.52,0.850000000000001,31.56,8.15,6.56,0.72,0.001,0.028,0.004,0.033,0.168,0.006,0.036,0.502,3.22,7.76,0.6,,
도암만,60,34.5027777777778,126.782222222222,연안,2011,6,9,-,7.6,21.72,20.2,1.52,32.51,8.18,7.3,0.56,0.003,0.007,0.002,0.012,0.12,0.006,0.031,0.267,2.77,9.42,1,,
도암만,61,34.4522222222222,126.785555555556,연안,2011,6,9,-,9,20.24,18.83,1.41,33.04,8.22,7.93,0.4,0,0.006,0.003,0.009,0.072,0.003,0.013,0.168,0.94,8.6,1.4,,
진도,55,34.1661111111111,126.496666666667,해조류,2011,6,9,-,5.2,16.02,15.81,0.209999999999999,33.54,8.22,7.79,0.44,0.003,0.034,0.009,0.046,0.119,0.004,0.038,0.244,1.04,11.32,1.1,,
진도,56,34.3772222222222,126.385,해조류,2011,6,9,-,9,18.62,16.76,1.86,33.6,8.2,8.18,0.29,0.004,0.018,0.004,0.027,0.087,0.003,0.015,0.203,1.97,9.22,1.2,,
진도,57,34.4141666666667,126.453055555556,해조류,2011,6,9,-,5.5,20.26,20.01,0.25,33.57,8.18,7.24,0.7,0,0.024,0.005,0.029,0.179,0.005,0.06,0.26,1.62,13.92,0.8,,
진도,58,34.3191666666667,126.4875,해조류,2011,6,9,-,7,17.66,17.4,0.260000000000002,33.59,8.22,7.85,0.32,0.016,0.039,0.008,0.063,0.105,0.006,0.033,0.22,0.9,8.9,0.9,,
진해만,1,35.2094444444444,128.586944444444,패류,2011,6,8,-,6.3,21.2,19.59,1.61,32.86,7.39,9.09,4.31,0.014,0.001,0.001,0.017,0.568,0.038,0.097,0.722,43.2,8.5,1.5,,
진해만,2,35.1783333333333,128.589166666667,패류,2011,6,8,-,14,21.61,16.97,4.64,33.12,7.31,3.44,1.49,0.102,0.003,0.003,0.108,0.301,0.038,0.055,1.117,2.01,4,1.8,,
진해만,3,35.1286111111111,128.617777777778,패류,2011,6,8,-,15,20.33,16.94,3.39,33.74,7.51,6.92,1.67,0.017,0.002,0.001,0.02,0.219,0.005,0.029,0.478,7.25,4,2,,
진해만,4,35.1027777777778,128.638055555556,패류,2011,6,8,-,11,19.78,17.03,2.75,33.54,7.56,7.81,2.48,0.018,0.002,0.001,0.022,0.282,0.007,0.033,0.432,14.5,6.4,3,,
진해만,5,35.14,128.688888888889,패류,2011,6,8,-,6,20.85,18.3,2.55,33,7.49,8.05,2.3,0.017,0.001,0.001,0.019,0.284,0.005,0.037,0.509,10.61,5,2.2,,
진해만,6,35.1097222222222,128.684722222222,패류,2011,6,8,-,12,18.66,17.12,1.54,33.43,7.79,7.63,1.68,0.024,0.008,0.003,0.035,0.22,0.007,0.026,0.398,7.7,7.1,2.5,,
진해만,7,35.0888888888889,128.701111111111,패류,2011,6,8,-,18,17.4,16.07,1.33,33.83,7.41,7.38,0.84,0.042,0.028,0.007,0.078,0.161,0.011,0.022,0.346,2.41,7.3,2.5,,
진해만,8,35.0758333333333,128.735555555556,패류,2011,6,8,-,22,18.3,15.4,2.9,34.06,7.53,7.25,1.64,0.042,0.042,0.009,0.092,0.209,0.012,0.027,0.309,2.34,5.4,3.1,,
진해만,10,35.0097222222222,128.723888888889,패류,2011,6,8,-,11,18.91,17.11,1.8,33.48,7.78,8.63,1.81,0.016,0.006,0.002,0.024,0.185,0.003,0.02,0.168,7.1,3.7,3.5,,
진해만,11,34.9936111111111,128.728055555556,패류,2011,6,8,-,11,19.07,15.86,3.21,33.68,7.53,7.86,1.8,0.028,0.013,0.003,0.044,0.169,0.004,0.018,0.281,7.77,3.5,3,,
가막만,19,34.6016666666667,127.735833333333,어류,2011,6,8,-,3.6,17.53,17.4,0.130000000000003,33.55,8.22,6.87,0.58,0.03,0.055,0.006,0.09,0.124,0.008,0.022,0.305,1.02,9.96,1.9,,
완도,42,34.4175,127.079166666667,어류,2011,6,8,-,9,18.09,17.41,0.68,33.53,8.27,8.79,0.43,0.006,0.006,0.002,0.014,0.097,0.004,0.02,0.062,0.76,9.54,2.3,,
완도,44,34.3472222222222,126.8,어류,2011,6,8,-,14.4,17.48,16.77,0.710000000000001,33.48,8.25,8.34,0.32,0.004,0.033,0.006,0.043,0.077,0.005,0.014,0.204,0.78,8.46,2.7,,
완도,45,34.335,126.7525,어류,2011,6,8,-,21,17.48,16.67,0.809999999999999,33.45,8.24,8.34,0.33,0.008,0.029,0.007,0.043,0.077,0.002,0.01,0.222,0.66,7.84,2.9,,
완도,49,34.3483333333333,126.939444444444,해조류,2011,6,8,-,30.8,16.65,15.33,1.32,33.57,8.26,8.88,0.26,0.001,0.03,0.006,0.038,0.079,0.002,0.02,0.191,0.84,9.06,2.9,,
완도,50,34.3536111111111,126.758333333333,해조류,2011,6,8,-,11.4,18.23,16.94,1.29,33.46,8.24,8.05,0.44,0.008,0.015,0.006,0.029,0.061,0.003,0.007,0.205,1.14,8.98,3.1,,
완도,52,34.4136111111111,127.001388888889,해조류,2011,6,8,-,16.5,17.92,16.41,1.51,33.56,8.26,9,0.34,0.003,0.012,0.003,0.019,0.072,0.002,0.019,0.116,0.69,10.48,1.6,,
완도,53,34.3472222222222,126.985833333333,해조류,2011,6,8,-,17.9,16.84,15.91,0.93,33.56,8.26,8.87,0.43,0.004,0.016,0.001,0.021,0.111,0.001,0.03,0.187,1.06,10.9,1.3,,
기장,1,35.3188888888889,129.286666666667,해조류,2011,6,7,-,22,18.41,10.95,7.46,34.26,7.04,6.67,0.65,0.037,0.143,0.006,0.187,0.284,0.03,0.05,0.481,0.51,14.8,2.5,,
기장,2,35.3083333333333,129.3,해조류,2011,6,7,-,36,14.46,10.28,4.18,34.33,7.42,6.89,0.42,0.032,0.154,0.006,0.192,0.256,0.031,0.039,0.495,0.22,6.9,3.5,,
기장,3,35.2961111111111,129.319722222222,해조류,2011,6,7,-,45,15.03,11.12,3.91,34.33,7.69,7.13,0.44,0.025,0.152,0.006,0.183,0.229,0.03,0.036,0.472,0.13,4.7,3.9,,
기장,4,35.2527777777778,129.273333333333,해조류,2011,6,7,-,33,14.2,9.45,4.75,34.38,7.44,7,1.08,0.034,0.163,0.005,0.203,0.283,0.034,0.044,0.527,0.25,8.7,3.1,,
기장,5,35.2466666666667,129.288888888889,해조류,2011,6,7,-,47,14.7,9.29,5.41,34.32,7.46,7.3,1.15,0.03,0.152,0.004,0.186,0.295,0.03,0.045,0.482,0.22,9.6,3.1,,
기장,6,35.2427777777778,129.303888888889,해조류,2011,6,7,-,62,16.44,11.29,5.15,34.13,7.79,7.28,0.97,0.029,0.158,0.005,0.192,0.246,0.031,0.036,0.482,0.05,8.2,4,,
기장,7,35.2158333333333,129.255277777778,해조류,2011,6,7,-,34,14.43,10.42,4.01,34.46,7.4,6.97,0.96,0.031,0.151,0.005,0.187,0.246,0.031,0.04,0.483,0.19,10,4,,
기장,8,35.2066666666667,129.268611111111,해조류,2011,6,7,-,61,17.82,10.98,6.84,34.16,7.64,7.13,1.28,0.026,0.096,0.005,0.128,0.227,0.02,0.031,0.367,4.48,6.1,5,,
기장,9,35.1858333333333,129.278611111111,해조류,2011,6,7,-,79,19.39,11.76,7.63,34.21,7.6,7.28,1.13,0.025,0.067,0.006,0.097,0.176,0.015,0.019,0.261,1.58,5.3,9,,
가막만,1,34.7272222222222,127.667777777778,패류,2011,6,7,-,9.7,22.82,19.52,3.3,33.49,7.94,4.04,0.77,0.006,0.017,0.002,0.024,0.167,0.009,0.04,0.958,2,10.86,4.9,,
가막만,2,34.7155555555556,127.6525,패류,2011,6,7,-,10.1,22.96,19.34,3.62,33.5,8.02,5.09,0.57,0.005,0.008,0.002,0.015,0.149,0.012,0.039,1.018,3.03,8.72,4.9,,
가막만,3,34.7161111111111,127.683888888889,패류,2011,6,7,-,10.3,22.42,19.59,2.83,33.5,8.09,6.03,0.73,0.006,0.004,0.001,0.011,0.083,0.003,0.019,0.322,1.95,10.2,4.1,,
가막만,4,34.7141666666667,127.715555555556,패류,2011,6,7,-,4,20.28,20.28,0,33.29,8.15,6.12,0.9,0.007,0.035,0.003,0.045,0.183,0.002,0.02,0.255,0.9,8.14,2,,
가막만,5,34.7141666666667,127.738611111111,패류,2011,6,7,-,7.2,19.53,19.42,0.109999999999999,33.11,8.21,6.74,0.81,0.011,0.012,0.003,0.027,0.168,0.004,0.027,0.177,0.69,10,2.7,,
가막만,6,34.6886111111111,127.741111111111,패류,2011,6,7,-,3.3,21.92,19.83,2.09,33.43,8.14,6.4,1.03,0.008,0.006,0.001,0.016,0.133,0.005,0.029,0.246,1.74,10.16,2.6,,
가막만,7,34.6905555555556,127.712222222222,패류,2011,6,7,-,6.6,21.92,19.5,2.42,33.45,8.13,6.38,0.73,0.003,0.011,0.001,0.015,0.114,0.001,0.051,0.361,2.33,9.72,2.5,,
가막만,8,34.69,127.685,패류,2011,6,7,-,6.8,21.87,19.87,2,33.5,8.14,6.56,0.65,0.005,0.001,0.002,0.008,0.132,0.002,0.034,0.477,5.47,11.42,2.3,,
가막만,9,34.6891666666667,127.6525,패류,2011,6,7,-,7.7,22.36,19.63,2.73,33.54,8.13,6.65,0.63,0.01,0.006,0.001,0.017,0.113,0.002,0.025,0.443,2.03,10.58,4.5,,
가막만,10,34.6613888888889,127.6525,패류,2011,6,7,-,6.3,22.05,18.19,3.86,33.53,8.18,7.06,0.57,0.005,0.008,0.003,0.015,0.111,0,0.035,0.347,1.86,9.98,2.5,,
가막만,11,34.6625,127.685,패류,2011,6,7,-,6.2,20.12,18.4,1.72,33.52,8.2,7.44,0.71,0.005,0.005,0.002,0.012,0.083,0.003,0.018,0.268,1.67,9.34,1.7,,
가막만,12,34.6608333333333,127.713888888889,패류,2011,6,7,-,6.5,21.89,17.77,4.12,33.52,8.19,6.85,0.66,0.006,0.056,0.005,0.067,0.122,0.002,0.021,0.36,0.64,11.46,2.1,,
가막만,13,34.625,127.711666666667,패류,2011,6,7,-,9.7,20.3,17.45,2.85,33.53,8.21,7.23,0.42,0.021,0.039,0.005,0.065,0.112,0.005,0.013,0.306,0.88,9.7,1.2,,
가막만,14,34.6255555555556,127.681111111111,패류,2011,6,7,-,9.7,19.22,17.29,1.93,33.52,8.21,7.27,0.39,0.004,0.028,0.005,0.038,0.085,0.001,0.011,0.305,1.58,9.8,1.2,,
가막만,15,34.625,127.651944444444,패류,2011,6,7,-,7,18.85,17.93,0.920000000000002,33.5,8.2,7.14,0.48,0.004,0.028,0.004,0.035,0.125,0.001,0.02,0.355,0.93,10.68,1.8,,
가막만,16,34.6063888888889,127.682777777778,패류,2011,6,7,-,32,19.19,17.01,2.18,33.52,8.23,7.73,0.37,0,0.027,0.007,0.034,0.125,0.005,0.021,0.32,0.53,12.18,2.1,,
곰소만,1,126.588888888889,35.5813888888889,패류,2011,6,1,-,3,21.25,21.19,0.0599999999999987,30.63,8.14,6.85,2.17,0.058,0.027,0.01,0.095,0.484,0.003,0.019,0.402,0.73,27.2,0.5,,
곰소만,2,126.589166666667,35.5658333333333,패류,2011,6,1,-,3,19.39,19.36,0.0300000000000011,30.7,8.2,7.92,2.15,0.017,0.014,0.005,0.036,0.455,0.004,0.018,0.25,1.81,37,0.7,,
곰소만,3,126.553333333333,35.5766666666667,패류,2011,6,1,-,9,20.41,19.63,0.780000000000001,30.68,8.16,7.54,2.25,0.044,0.027,0.007,0.078,0.458,0.005,0.017,0.33,0.69,66.2,0.3,,
곰소만,4,126.553055555556,35.5619444444444,패류,2011,6,1,-,2,21.24,20.9,0.34,30.73,8.18,7.82,2.07,0.035,0.023,0.008,0.066,0.443,0.005,0.024,0.336,0.68,30.2,0.7,,
곰소만,5,126.525,35.5747222222222,패류,2011,6,1,-,18,19.7,18.6,1.1,30.7,8.22,8.14,2.57,0.016,0.01,0.005,0.031,0.351,0.005,0.017,0.219,2.16,18.8,1,,
곰소만,6,126.525833333333,35.5622222222222,연안,2011,6,1,-,3.5,19.51,19.48,0.0300000000000011,30.7,8.19,7.92,1.93,0.022,0.012,0.006,0.04,0.408,0.005,0.018,0.258,1.06,24.2,0.7,,
곰소만,7,126.523333333333,35.5472222222222,패류,2011,6,1,-,3.8,20.01,20.02,0.009999999999998,30.7,8.14,7.55,1.81,0.027,0.015,0.007,0.049,0.404,0.005,0.016,0.275,1.19,16.2,0.6,,
곰소만,8,126.486666666667,35.5744444444444,연안,2011,6,1,-,8,18.71,18.34,0.370000000000001,30.71,8.21,8.06,2.05,0.018,0.015,0.005,0.038,0.404,0.005,0.016,0.221,1.33,17.2,1.5,,
곰소만,9,#VALUE!,35.5605555555556,연안,2011,6,1,-,5,19.53,19.51,0.0199999999999996,30.72,8.18,8,1.69,0.046,0.017,0.006,0.069,0.41,0.004,0.016,0.239,1.26,25.8,1,,
곰소만,10,#VALUE!,35.5438888888889,연안,2011,6,1,-,9,20.42,20.39,0.0300000000000011,30.71,8.17,8.06,1.31,0.047,0.013,0.006,0.066,0.41,0.005,0.015,0.258,1.57,41.2,0.5,,
곰소만,11,#VALUE!,35.5716666666667,연안,2011,6,1,-,8,20.33,19.92,0.409999999999997,30.69,8.17,7.7,2.01,0.024,0.011,0.005,0.04,0.399,0.005,0.013,0.23,0.97,22.6,1.5,,
곰소만,12,#VALUE!,35.5363888888889,연안,2011,6,1,-,9,20.56,19.22,1.34,30.69,8.17,7.86,1.91,0.038,0.008,0.006,0.052,0.379,0.005,0.013,0.235,0.85,23.8,1.5,,
천수만,1,#VALUE!,36.6088888888889,어류,2011,6,1,-,16,19.67,17.45,2.22,30.9,8.17,7.78,1.33,0.059,0.016,0.003,0.078,0.418,0.013,0.053,0.409,1.62,79.4,0.8,,
천수만,2,#VALUE!,36.59,패류,2011,6,1,-,13,20.16,17.57,2.59,30.89,8.11,8.62,1.63,0.051,0.012,0.004,0.067,0.482,0.004,0.055,0.405,1.75,74.4,0.5,,
천수만,3,126.440277777778,36.5897222222222,패류,2011,6,1,-,17,19.41,17.41,2,30.98,8.19,8.21,1.49,0.046,0.013,0.007,0.066,0.482,0.004,0.051,0.394,1.9,41.4,0.5,,
천수만,4,#VALUE!,36.5575,패류,2011,6,1,-,19,19.66,17.21,2.45,31.09,8.25,9.01,1.73,0.056,0.023,0.004,0.083,0.433,0.007,0.035,0.354,1.36,27.2,0.5,,
천수만,5,126.389722222222,#VALUE!,패류,2011,6,1,-,13,18.75,17.51,1.24,30.93,8,8.36,2.45,0.062,0.012,0.004,0.078,0.471,0.009,0.054,0.404,1.24,27.8,0.5,,
천수만,6,126.455277777778,#VALUE!,패류,2011,6,1,-,18,18.68,17.12,1.56,31.11,8.05,9,1.75,0.001,0.005,0.003,0.009,0.445,0.005,0.049,0.208,1.01,25.6,0.5,,
천수만,7,126.404166666667,#VALUE!,어류,2011,6,1,-,18,21.69,17.51,4.18,30.99,7.93,9.43,2.33,0.01,0.008,0.004,0.022,0.45,0.004,0.058,0.337,1.77,25.6,0.5,,
천수만,8,126.472777777778,36.5058333333333,패류,2011,6,1,-,11,18.81,17.71,1.1,31.11,8.05,10.21,1.59,0.028,0.006,0.003,0.037,0.43,0.006,0.046,0.195,0.94,73,1,,
천수만,9,126.424722222222,#VALUE!,패류,2011,6,1,-,20,19.94,16.98,2.96,30.1,7.9,9.4,1.55,0.02,0.009,0.003,0.032,0.44,0.004,0.061,0.221,1.12,71.8,0.5,,
천수만,10,#VALUE!,36.4758333333333,패류,2011,6,1,-,18,19,17.16,1.84,31.14,8.1,9.62,1.95,0.013,0.006,0.003,0.022,0.414,0.004,0.042,0.169,1.86,36.4,1,,
천수만,11,126.443333333333,36.455,패류,2011,6,1,-,23,18.36,16.84,1.52,31.19,8.1,9.55,2.03,0.019,0.012,0.005,0.036,0.457,0.005,0.021,0.177,1.29,19.8,1,,
천수만,12,#VALUE!,36.4238888888889,패류,2011,6,1,-,26,17.37,16.86,0.510000000000002,31.21,8.1,9.22,1.93,0.028,0.005,0.005,0.038,0.448,0.006,0.02,0.144,1.94,68.8,2,,
천수만,13,126.491944444444,36.4236111111111,패류,2011,6,1,-,17,17.43,17.05,0.379999999999999,31.18,7.99,9.05,2.13,0.03,0.005,0.005,0.04,0.449,0.005,0.021,0.141,1.16,28,2,,
천수만,14,126.476388888889,#VALUE!,패류,2011,6,1,-,8,18.82,16.9,1.92,31.17,7.98,9.07,2.27,0.021,0.012,0.004,0.037,0.457,0.005,0.023,0.133,0.91,24.8,1.8,,
천수만,15,126.421666666667,36.3897222222222,어류,2011,6,1,-,20,17.01,16.84,0.170000000000002,31.24,8.03,9.5,2.11,0.016,0.009,0.003,0.028,0.45,0.005,0.015,0.14,1.26,29,1.7,,
천수만,16,126.459722222222,36.3716666666667,연안,2011,6,1,-,30,17.13,15.93,1.2,31.24,7.93,9.39,1.87,0.014,0.006,0.002,0.022,0.434,0.005,0.015,0.101,0.89,61.8,1.8,,
표선,1,33.3055555555556,126.827777777778,마을어장,2011,4,12,-,6,14.4,14,0.4,34.4,8.28,9.09,0.46,0.025,0.062,0.004,0.091,0.211,0.011,0.012,0.376,1.4,0.9,5,,
표선,2,33.3041666666667,126.828055555556,마을어장,2011,4,12,-,14,14,14,0,34.43,8.3,9.52,0.38,0.036,0.058,0.004,0.098,0.176,0.008,0.012,0.352,2.6,0.8,11,,
표선,3,#VALUE!,126.828333333333,마을어장,2011,4,12,-,20,14.1,14,0.0999999999999996,34.48,8.28,8.92,0.58,0.047,0.046,0.005,0.098,0.178,0.012,0.019,0.274,4.6,0.9,11,,
표선,4,33.2997222222222,126.828888888889,마을어장,2011,4,12,-,23,14.1,14,0.0999999999999996,34.48,8.25,9.14,0.74,0.015,0.045,0.004,0.064,0.217,0.012,0.017,0.239,1.4,0.9,11.5,,
진해만,10,35.0097222222222,128.723888888889,패류,2011,4,9,-,11,11.93,11.32,0.609999999999999,33.92,8.23,9.75,0.92,0.003,0.008,0.001,0.012,0.187,0.003,0.015,0.021,8.82,3.6,5.5,,
진해만,11,34.9936111111111,128.728055555556,패류,2011,4,9,-,12,12.29,11.42,0.869999999999999,33.98,8.22,9.65,0.73,0.006,0.01,0.002,0.018,0.156,0.003,0.023,0.037,9.87,5,5.2,,
